Provincia,Partido,Localidad,ADSL,Cablemodem,Dial up,Fibra optica,Otros,Satelital,Wimax,Wireless,Total general
Entre Rios,Uruguay,Pronunciamiento,0,0,0,31,0,0,0,194,225
Entre Rios,Uruguay,Rocamora,0,0,0,0,0,0,0,60,60
Entre Rios,Uruguay,Santa Anita,0,0,0,305,0,0,0,63,368
Entre Rios,Uruguay,Villa Mantero,40,0,0,196,0,1,0,38,275
Entre Rios,Uruguay,Villa San Justo,0,0,0,455,0,0,0,82,537
Entre Rios,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),0,0,0,0,0,0,0,57,57
Entre Rios,Uruguay,Las Moscas,0,0,0,7,0,0,0,46,53
Entre Rios,Uruguay,Estancia San Pedro,0,0,0,0,0,0,0,3,3
Entre Rios,Victoria,Molino Doll,0,0,0,0,0,0,0,10,10
Entre Rios,Victoria,Rincón de Nogoyá,0,0,0,0,0,0,0,19,19
Entre Rios,Victoria,Victoria,4164,3,0,2,0,0,0,352,4521
Entre Rios,Villaguay,Estación Raíces,34,0,0,0,0,0,0,5,39
Entre Rios,Villaguay,Ingeniero Miguel Sajaroff,0,0,0,0,0,0,0,44,44
Entre Rios,Villaguay,Jubileo,0,0,0,16,0,0,0,65,81
Entre Rios,Villaguay,Villa Clara,76,0,0,49,0,1,0,68,194
Entre Rios,Villaguay,Villa Domínguez,0,0,0,30,0,0,0,114,144
Entre Rios,Villaguay,Villaguay,1375,0,0,3361,1,0,0,1266,6003
Entre Rios,Villaguay,Paso de la Laguna,0,0,0,0,0,0,0,39,39
Formosa,Bermejo,Fortín Soledad,0,0,0,0,1,0,0,7,8
Formosa,Bermejo,La Rinconada,0,0,0,0,0,0,0,8,8
Formosa,Bermejo,Laguna Yema,0,0,0,0,0,2,0,76,78
Formosa,Bermejo,Lamadrid,0,0,0,0,0,0,0,7,7
Formosa,Bermejo,Los Chiriguanos,0,0,0,0,0,0,0,40,40
Formosa,Bermejo,Pozo de Maza,0,0,0,0,1,1,0,16,18
Formosa,Bermejo,Pozo del Mortero,0,0,0,0,0,0,0,13,13
Formosa,Bermejo,Vaca Perdida,0,0,0,0,0,0,0,5,5
Formosa,Bermejo,Guadalcazar,0,0,0,0,0,0,0,9,9
Formosa,Formosa,Colonia Pastoril,0,0,0,0,0,0,0,74,74
Formosa,Formosa,Formosa,10052,16871,0,7281,32,5,0,7830,42071
Formosa,Formosa,Gran Guardia,0,0,0,0,0,0,0,69,69
Formosa,Formosa,Mariano Boedo,0,0,0,0,0,0,0,31,31
Formosa,Formosa,Mojón de Fierro,0,0,0,0,0,1,0,28,29
Formosa,Formosa,San Hilario,0,0,0,0,0,1,0,28,29
Formosa,Formosa,Villa del Carmen,0,0,0,80,0,2,0,56,138
Formosa,Laishi,Banco Payaguá,0,0,0,0,0,0,0,32,32
Formosa,Laishi,General Lucio Victorio Mansilla,12,0,0,0,0,2,0,167,181
Formosa,Laishi,Herradura,0,0,0,0,0,0,0,131,131
Formosa,Laishi,OTROS,0,0,0,0,0,0,0,132,132
Formosa,Laishi,San Francisco de Laishi,0,0,0,0,0,3,0,239,242
Formosa,Laishi,Tatané,0,0,0,0,0,0,0,61,61
Formosa,Laishi,Villa Escolar,0,0,0,0,0,0,0,102,102
Formosa,Matacos,Ingeniero Guillermo N. Juárez,205,0,0,0,0,1,0,252,458
Formosa,Patiño,Bartolomé de las Casas,0,0,0,0,0,1,0,6,7
Formosa,Patiño,Comandante Fontana,0,0,0,0,0,0,0,751,751
Formosa,Patiño,Estanislao del Campo,37,0,0,0,0,0,0,157,194
Formosa,Patiño,Fortín Cabo 1º Lugones,0,0,0,0,0,0,0,145,145
Formosa,Patiño,Fortín Sargento 1º Leyes,0,0,0,0,0,0,0,6,6
Formosa,Patiño,Ibarreta,236,0,0,0,1,3,0,518,758
Formosa,Patiño,Juan G. Bazán,0,0,0,0,0,0,0,11,11
Formosa,Patiño,Las Lomitas,460,0,0,1526,1,5,0,232,2224
Formosa,Patiño,OTROS,0,0,0,0,0,0,0,44,44
Formosa,Patiño,Posta Cambio Zalazar,0,0,0,0,0,0,0,58,58
Formosa,Patiño,Pozo del Tigre,34,0,0,200,0,1,0,190,425
Formosa,Patiño,San Martín II,0,0,0,1,0,0,0,369,370
Formosa,Patiño,Subteniente Perín,0,0,0,0,0,1,0,71,72
Formosa,Patiño,Villa General Güemes,0,0,0,2,1,0,0,446,449
Formosa,Patiño,Villa General Manuel Belgrano,0,0,0,1,0,0,0,448,449
Formosa,Patiño,San Martín I,0,0,0,0,0,0,0,5,5
Formosa,Pilagás,Buena Vista,0,0,0,3,0,0,0,412,415
Formosa,Pilagás,El Espinillo,0,0,0,0,0,0,0,300,300
Formosa,Pilagás,Misión Tacaagle,0,0,0,0,0,0,0,149,149
Formosa,Pilagás,Tres Lagunas,23,0,0,0,0,0,0,97,120
Formosa,Pilagás,Laguna Gallo,0,0,0,0,0,1,0,5,6
Formosa,Pilagás,Portón Negro,0,0,0,0,0,2,0,0,2
Formosa,Pilcomayo,Clorinda,1170,24,0,2530,20,1,0,83,3828
Formosa,Pilcomayo,Laguna Blanca,40,0,0,315,1,0,0,630,986
Formosa,Pilcomayo,Laguna Naick-Neck,109,0,0,0,0,2,0,363,474
Formosa,Pilcomayo,Palma Sola,0,0,0,0,0,0,0,18,18
Formosa,Pilcomayo,Riacho He-He,0,0,0,1,0,0,0,414,415
Formosa,Pilcomayo,Siete Palmas,16,0,0,1,0,0,0,82,99
Formosa,Pilcomayo,Puerto Pilcomayo,0,0,0,0,0,0,0,3,3
Formosa,Pilcomayo,Riacho Negro,0,0,0,0,0,0,0,3,3
Formosa,Pirané,Colonia Campo Villafañe,0,0,0,52,0,0,0,145,197
Formosa,Pirané,El Colorado,1341,0,0,160,3,5,0,867,2376
Formosa,Pirané,Palo Santo,0,173,0,0,0,1,0,291,465
Formosa,Pirané,Pirané,0,0,0,957,101,6,0,464,1528
Formosa,Pirané,Villa Kilómetro 213,0,0,0,0,1,0,0,431,432
Formosa,Ramón Lista,El Potrillo,0,0,0,0,2,0,0,20,22
Formosa,Ramón Lista,El Quebracho,0,0,0,0,0,0,0,12,12
Formosa,Ramón Lista,General Mosconi,0,0,0,8,4,3,0,33,48
Formosa,Ramón Lista,OTROS,0,0,0,0,0,8,0,0,8
Jujuy,Cochinoca,Abra Pampa,0,0,0,0,0,3,0,221,224
Jujuy,Cochinoca,Puesto del Marquéz,0,0,0,5,0,0,0,0,5
Jujuy,Cochinoca,La Redonda,0,0,0,0,0,2,0,0,2
Jujuy,Doctor Manuel Belgrano,Guerrero,73,78,0,0,0,0,0,0,151
Jujuy,Doctor Manuel Belgrano,Lozano (Ap. Chañi),0,0,0,0,0,0,0,111,111
Jujuy,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),7772,39567,0,34399,36,4,0,140,81918
Jujuy,Doctor Manuel Belgrano,Yala,0,0,0,0,0,2,0,3,5
Jujuy,Doctor Manuel Belgrano,La Almona,0,2,0,3,0,0,0,0,5
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,0,0,0,2,0,3,0,8,13
Jujuy,Doctor Manuel Belgrano,León,0,504,0,0,0,2,0,0,506
Jujuy,El Carmen,El Carmen,415,359,0,510,0,2,0,1,1287
Jujuy,El Carmen,Manantiales,0,0,0,0,0,2,0,0,2
Jujuy,El Carmen,Monterrico,0,1043,0,0,0,1,0,10,1054
Jujuy,El Carmen,Pampa Blanca,66,261,0,0,0,3,0,1,331
Jujuy,El Carmen,Perico,0,1380,0,575,0,1,0,12,1968
Jujuy,El Carmen,Puesto Viejo,0,87,0,0,0,1,0,0,88
Jujuy,El Carmen,Aguas Calientes,0,0,0,0,0,0,0,28,28
Jujuy,Humahuaca,El Aguilar,0,0,0,0,0,1,0,0,1
Jujuy,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),0,0,0,5,0,0,0,0,5
Jujuy,Humahuaca,Humahuaca,363,0,0,0,0,12,0,330,705
Jujuy,Humahuaca,Tres Cruces,0,0,0,5,0,0,0,0,5
Jujuy,Humahuaca,Uquía (Est. Senador Pérez),3,0,0,5,0,0,0,0,8
Jujuy,Ledesma,Caimancito,202,0,0,0,0,1,0,38,241
Jujuy,Ledesma,Calilegua,0,500,0,0,0,1,0,144,645
Jujuy,Ledesma,Chalicán,0,0,0,0,0,0,0,78,78
Jujuy,Ledesma,Fraile Pintado,633,23,0,0,0,1,0,121,778
Jujuy,Ledesma,Libertador General San Martín (Est. Ledesma),60,6065,0,1000,0,3,0,787,7915
Jujuy,Ledesma,Yuto,0,0,0,0,0,2,0,176,178
Jujuy,OTROS,OTROS,0,0,0,0,1085,0,0,0,1085
Jujuy,Palpalá,Carahunco,1,0,0,0,0,2,0,0,3
Jujuy,Palpalá,Centro Forestal,15,0,0,0,0,0,0,0,15
Jujuy,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),1931,1004,0,3395,0,3,0,1,6334
Jujuy,Palpalá,Rio Blanco,0,53,0,21,0,0,0,0,74
Jujuy,Rinconada,Liviara,0,0,0,0,0,5,0,0,5
Jujuy,Rinconada,Loma Blanca,0,0,0,0,0,2,0,0,2
Jujuy,Rinconada,Nuevo Pirquitas,0,0,0,5,0,1,0,0,6
Jujuy,Rinconada,Coyaguaima,0,0,0,5,0,0,0,0,5
Jujuy,Rinconada,Orosmayo,0,0,0,5,0,0,0,0,5
Jujuy,Rinconada,Rinconada,0,0,0,0,0,4,0,0,4
Jujuy,Rinconada,Lagunillas de Farallón,0,0,0,9,0,0,0,0,9
Jujuy,San Antonio,Loteo Navea,0,0,0,77,0,0,0,0,77
Jujuy,San Antonio,San Antonio,1,130,0,0,0,1,0,0,132
Jujuy,San Antonio,El Ceibal,0,0,0,1,0,0,0,0,1
Jujuy,San Antonio,Los Alisos,1,0,0,0,0,0,0,0,1
Jujuy,San Pedro,La Esperanza,0,0,0,0,0,1,0,15,16
Jujuy,San Pedro,La Mendieta,0,0,0,0,0,1,0,240,241
Jujuy,San Pedro,San Pedro (Est. San Pedro de Jujuy),5437,1334,0,1884,0,1,0,75,8731
Jujuy,San Pedro,San Lucas,0,0,0,0,0,0,0,10,10
Jujuy,San Pedro,Don Emilio,0,0,0,0,0,0,0,37,37
Jujuy,San Pedro,Rosario de Río Grande,0,0,0,0,0,0,0,54,54
Jujuy,SANTA BARBARA,El Fuerte,0,0,0,0,0,5,0,0,5
Jujuy,SANTA BARBARA,El Piquete,71,0,0,0,0,0,0,29,100
Jujuy,SANTA BARBARA,El Talar,0,0,0,0,0,1,0,141,142
Jujuy,SANTA BARBARA,OTROS,0,0,0,0,0,3,0,0,3
Jujuy,SANTA BARBARA,Palma Sola,0,0,0,0,0,1,0,115,116
Jujuy,SANTA BARBARA,Santa Clara,100,0,0,0,0,1,0,87,188
Jujuy,SANTA BARBARA,Vinalito,0,0,0,0,0,0,0,30,30
Jujuy,Santa Catalina,Casira,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Ciénega,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Cieneguillas,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Cusi Cusi,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Misarrumi,0,0,0,0,0,5,0,0,5
Jujuy,Santa Catalina,Oratorio,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Paicone,0,0,0,5,0,0,0,0,5
Jujuy,Santa Catalina,Santa Catalina,0,0,0,5,0,2,0,0,7
Jujuy,Susques,El Toro,0,0,0,20,0,4,0,0,24
Jujuy,Susques,Huáncar,0,0,0,27,0,0,0,0,27
Jujuy,Susques,Olacapato,0,0,0,8,0,0,0,1,9
Jujuy,Susques,Olaroz Chico,0,0,0,30,0,1,0,6,37
Jujuy,Susques,Pastos Chicos,0,0,0,22,0,0,0,0,22
Jujuy,Susques,Puesto Sey,0,0,0,20,0,0,0,0,20
Jujuy,Susques,San Juan de Quillaqués,0,0,0,12,0,5,0,0,17
Jujuy,Susques,Susques,0,0,0,275,0,21,0,17,313
Jujuy,Susques,Coranzuli,0,0,0,60,0,0,0,0,60
Jujuy,Susques,Catua,0,0,0,70,0,0,0,0,70
Jujuy,Susques,Jama,0,0,0,11,0,0,0,0,11
Jujuy,Susques,Mina Providencia,0,0,0,5,0,0,0,0,5
Jujuy,Tilcara,Huacalera,0,0,0,5,0,0,0,0,5
Jujuy,Tilcara,Maimará,0,0,0,5,0,2,0,77,84
Jujuy,Tilcara,Tilcara,0,0,0,10,0,4,0,375,389
Jujuy,Tumbaya,Bárcena,0,0,0,0,0,0,0,111,111
Jujuy,Tumbaya,Purmamarca,75,0,0,0,0,0,0,1,76
Jujuy,Tumbaya,Volcán,1,0,0,0,0,0,0,93,94
Jujuy,Tumbaya,El Moreno,0,0,0,0,1,0,0,0,1
Jujuy,Tumbaya,Tumbaya,0,0,0,0,0,0,0,342,342
Jujuy,Valle Grande,Santa Ana,0,0,0,0,0,2,0,0,2
Jujuy,Yavi,Barrios,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,Cangrejillos,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,La Intermedia,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,La Quiaca,660,0,0,75,5,1,0,1,742
Jujuy,Yavi,Pumahuasi,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,Yavi Chico,0,0,0,5,0,0,0,0,5
Jujuy,Yavi,Yavi,0,0,0,0,0,2,0,0,2
La Pampa,Atreucó,Doblas,0,333,0,40,0,1,0,41,415
La Pampa,Atreucó,Macachín,0,0,0,301,0,1,0,1004,1306
La Pampa,Atreucó,Miguel Riglos,0,0,0,3,0,1,0,110,114
La Pampa,Atreucó,Rolón,0,0,0,0,0,1,0,69,70
La Pampa,Atreucó,Tomas M. Anchorena,0,0,1,0,0,1,0,5,7
La Pampa,Caleu Caleu,La Adela,0,371,0,0,0,1,0,515,887
La Pampa,Caleu Caleu,Anzoategui,0,0,0,0,0,2,0,0,2
La Pampa,Capital,Anguil,0,138,0,2,99,1,0,334,574
La Pampa,Capital,Santa Rosa,1760,47023,66,1196,66,3,0,271,50385
La Pampa,Catriló,Catriló,0,541,1,686,327,2,0,0,1557
La Pampa,Catriló,La Gloria,0,0,0,0,24,0,0,0,24
La Pampa,Catriló,Lonquimay,0,278,0,1,71,1,0,0,351
La Pampa,Catriló,Uriburu,0,90,0,1,94,1,0,149,335
La Pampa,Chalileo,Santa Isabel,0,0,2,0,0,1,0,812,815
La Pampa,Chapaleufú,Bernardo Larroude,0,0,1,57,0,1,0,530,589
La Pampa,Chapaleufú,Ceballos,0,0,0,1,0,1,0,67,69
La Pampa,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),0,0,0,0,0,2,0,247,249
La Pampa,Chapaleufú,Intendente Alvear,83,613,1,255,1,1,0,490,1444
La Pampa,Chapaleufú,Sarah,0,0,0,0,0,2,0,16,18
La Pampa,Chapaleufú,Vértiz,0,0,0,0,0,0,0,107,107
La Pampa,Chical Co,La Humada,0,0,0,0,0,1,0,152,153
La Pampa,Conhelo,Conhelo,0,0,0,0,0,0,0,46,46
La Pampa,Conhelo,Eduardo Castex,1693,1341,0,7,0,1,0,108,3150
La Pampa,Conhelo,Mauricio Mayer,0,0,0,0,0,1,0,30,31
La Pampa,Conhelo,Monte Nievas,0,0,0,0,0,1,0,45,46
La Pampa,Conhelo,Rucanelo,0,0,0,1,0,0,0,26,27
La Pampa,Conhelo,Winifreda,0,192,2,693,2,0,0,195,1084
La Pampa,Curacó,Gobernador Duval,0,0,0,0,0,1,0,83,84
La Pampa,Curacó,Puelches,0,0,0,0,0,1,0,68,69
La Pampa,Guatraché,Alpachiri,0,0,0,2,0,1,0,0,3
La Pampa,Guatraché,General Manuel J. Campos,0,0,0,2,0,1,0,0,3
La Pampa,Guatraché,Guatraché,0,239,0,2,0,1,0,278,520
La Pampa,Guatraché,Santa Teresa,0,0,0,2,0,0,0,0,2
La Pampa,Guatraché,Perú,0,0,0,0,0,0,0,39,39
La Pampa,Hucal,Abramo,0,0,0,1,0,1,0,69,71
La Pampa,Hucal,Bernasconi,37,0,0,1,0,1,0,659,698
La Pampa,Hucal,General San Martín (Est. Villa Alba),0,0,0,2,0,0,0,826,828
La Pampa,Hucal,Jacinto Arauz,631,0,0,2,0,2,0,76,711
La Pampa,Limay Mahuida,La Reforma,0,0,0,0,0,1,0,65,66
La Pampa,Limay Mahuida,Limay Mahuida,0,0,0,0,0,1,0,16,17
La Pampa,Loventué,Carro Quemado,0,0,0,1,0,1,0,50,52
La Pampa,Loventué,Luan Toro,0,0,0,0,0,1,0,67,68
La Pampa,Loventué,Telén,0,0,0,1,0,1,0,198,200
La Pampa,Loventué,Victorica,0,0,0,2,0,1,0,482,485
La Pampa,Loventué,Loventué,0,0,0,1,0,0,0,0,1
La Pampa,Maracó,Agustoni,0,0,0,0,0,0,0,29,29
La Pampa,Maracó,Dorila,0,0,0,1,0,0,0,53,54
La Pampa,Maracó,General Pico,2535,1,91,15376,91,1,0,3015,21110
La Pampa,Maracó,Speluzzi,0,0,0,1,0,0,0,41,42
La Pampa,OTROS,OTROS,0,1,0,0,0,0,0,0,1
La Pampa,Puelén,25 de Mayo,0,0,0,1027,0,0,0,950,1977
La Pampa,Puelén,Puelén,0,0,1,0,0,2,0,125,128
La Pampa,Puelén,Casa De Piedra,0,0,0,0,0,0,0,47,47
La Pampa,Quemú Quemú,Colonia Barón,0,0,2,550,0,1,0,90,643
La Pampa,Quemú Quemú,Miguel Cané,0,0,0,1,105,1,0,0,107
La Pampa,Quemú Quemú,Quemú Quemú,0,0,1,2,113,1,0,143,260
La Pampa,Quemú Quemú,Relmo,0,0,0,0,26,0,0,0,26
La Pampa,Quemú Quemú,Villa Mirasol,0,0,0,0,0,0,0,169,169
La Pampa,Rancul,Caleufú,0,350,0,2,0,1,0,0,353
La Pampa,Rancul,La Maruja,0,150,0,0,0,1,0,0,151
La Pampa,Rancul,Parera,0,0,0,455,0,1,0,272,728
La Pampa,Rancul,Quetrequén,0,0,0,1,0,1,0,152,154
La Pampa,Rancul,Rancul,0,0,0,158,0,2,0,677,837
La Pampa,Rancul,Pichi Huinca,0,0,0,1,0,0,0,0,1
La Pampa,Realicó,Adolfo Van Praet,0,6,0,0,0,1,0,23,30
La Pampa,Realicó,Alta Italia,0,0,0,0,0,1,0,463,464
La Pampa,Realicó,Damián Maisonave (Est. Simson),0,0,0,2,0,0,0,109,111
La Pampa,Realicó,Embajador Martini,15,0,0,7,0,1,0,531,554
La Pampa,Realicó,Falucho,0,0,0,0,0,1,0,82,83
La Pampa,Realicó,Ingeniero Luiggi,0,0,0,240,0,2,0,1418,1660
La Pampa,Realicó,Ojeda,0,0,0,0,0,0,0,9,9
La Pampa,Realicó,Realicó,171,0,1,1931,0,1,0,1232,3336
La Pampa,Toay,Toay,225,5332,0,557,0,1,0,259,6374
La Pampa,Trenel,Arata,0,0,0,1,0,1,0,256,258
La Pampa,Trenel,Metileo,0,0,0,0,0,1,0,60,61
La Pampa,Trenel,Trenel,84,652,0,0,0,2,0,274,1012
La Pampa,Utracán,Ataliva Roca,0,0,0,2,0,1,0,310,313
La Pampa,Utracán,Chacharramendi,0,0,0,0,0,2,0,85,87
La Pampa,Utracán,Colonia Santa María,0,0,1,1,0,0,0,145,147
La Pampa,Utracán,General Acha,551,2915,0,970,0,3,0,333,4772
La Pampa,Utracán,Quehué,0,0,0,1,0,1,0,242,244
La Pampa,Utracán,Unanué,0,0,0,1,0,0,0,56,57
La Pampa,Lihuel Calel,Cuchillo Co,0,0,0,1,0,2,0,0,3
La Rioja,Arauco,Aimogasta,99,2031,0,4,0,1,0,87,2222
La Rioja,Arauco,Estación Mazán,0,0,0,0,0,1,0,14,15
La Rioja,Arauco,Villa Mazán,0,0,0,0,0,0,0,156,156
La Rioja,Arauco,Machigasta,0,0,0,0,0,0,0,3,3
La Rioja,Capital,La Rioja,4720,35425,4,15938,6,4,0,1223,57320
La Rioja,Castro Barros,Anillaco,0,453,0,1,0,1,0,0,455
La Rioja,Castro Barros,Los Molinos,0,49,0,0,0,0,0,4,53
La Rioja,Castro Barros,San Pedro,0,28,0,0,0,0,0,45,73
La Rioja,Castro Barros,Aminga,0,158,0,1,0,0,0,17,176
La Rioja,Castro Barros,Anjullón,0,44,0,1,0,0,0,64,109
La Rioja,Castro Barros,Chuquis,0,39,0,0,0,0,0,0,39
La Rioja,Castro Barros,Pinchas,0,49,0,0,0,0,0,1,50
La Rioja,Castro Barros,Santa Vera Cruz,0,0,0,0,0,0,0,5,5
La Rioja,Chamical,Chamical,210,2963,0,8,0,1,0,9,3191
La Rioja,Chilecito,Chilecito,917,4514,0,3336,0,0,0,96,8863
La Rioja,Chilecito,Colonia Vichigasta,0,0,0,0,0,1,0,0,1
La Rioja,Chilecito,Los Sarmientos,0,157,0,0,0,0,0,0,157
La Rioja,Chilecito,Nonogasta,83,824,0,1,0,1,0,6,915
La Rioja,Chilecito,San Miguel,0,60,0,0,0,0,0,5,65
La Rioja,Chilecito,San Nicolás,0,0,0,0,0,0,0,7,7
La Rioja,Chilecito,Vichigasta,42,0,0,1,0,2,0,103,148
La Rioja,Chilecito,Colonia Anguinán,0,161,0,1,0,0,0,69,231
La Rioja,Chilecito,Guanchín,0,0,0,0,0,0,0,2,2
La Rioja,Chilecito,Malligasta,0,0,0,0,0,0,0,185,185
La Rioja,Chilecito,Santa Florentina,0,0,0,0,0,0,0,7,7
La Rioja,Chilecito,Sañogasta,0,0,0,0,0,0,0,219,219
La Rioja,Chilecito,Tilimuqui,0,0,0,0,0,0,0,13,13
La Rioja,Chilecito,La Puntilla,0,0,0,0,0,0,0,1,1
La Rioja,Coronel Felipe Varela,Guandacol,1,379,0,2,0,1,0,0,383
La Rioja,Coronel Felipe Varela,Santa Clara,0,0,0,0,0,0,0,41,41
La Rioja,Coronel Felipe Varela,Villa Unión,0,1122,0,3,0,1,0,258,1384
La Rioja,Coronel Felipe Varela,Aicuña,0,0,0,0,0,0,0,47,47
La Rioja,Coronel Felipe Varela,Los Palacios,0,0,0,0,0,0,0,107,107
La Rioja,Coronel Felipe Varela,Pagancillo,0,0,0,1,0,0,0,126,127
La Rioja,Famatina,Famatina,1,202,0,2,0,0,0,5,210
La Rioja,Famatina,Angulos,0,0,0,0,0,0,0,6,6
La Rioja,Famatina,Campanas,0,0,0,1,0,0,0,161,162
La Rioja,Famatina,Chañarmuyo,0,0,0,0,0,0,0,29,29
La Rioja,Famatina,La Cuadra,0,0,0,0,0,0,0,22,22
La Rioja,Famatina,Pituil,0,0,0,0,0,0,0,153,153
La Rioja,Famatina,Santa Cruz,0,0,0,0,0,0,0,22,22
La Rioja,General Angel V. Peñaloza,Tama,8,0,0,1,0,0,0,149,158
La Rioja,General Angel V. Peñaloza,Punta de los Llanos,0,0,0,1,0,0,0,93,94
La Rioja,General Belgrano,Chañar,8,0,0,1,0,0,0,90,99
La Rioja,General Belgrano,Loma Blanca,0,0,0,0,0,2,0,0,2
La Rioja,General Belgrano,Olta,0,1069,0,1,0,1,0,6,1077
La Rioja,General Belgrano,Castro Barros,0,0,0,0,0,0,0,1,1
La Rioja,General Ocampo,Santa Rita de Catuna,0,299,0,0,0,1,0,0,300
La Rioja,General Ocampo,Ambil,0,0,0,0,0,0,0,34,34
La Rioja,General Ocampo,Milagro,0,813,0,1,0,0,0,0,814
La Rioja,General San Martín,Ulapes,0,691,0,2,0,0,0,1,694
La Rioja,Independencia,Amaná,1,0,0,0,0,0,0,1,2
La Rioja,Independencia,OTROS,0,0,0,0,0,1,0,0,1
La Rioja,Independencia,Patquía,28,0,0,1,0,0,0,279,308
La Rioja,Rosario Vera Peñaloza,Chepes,2,2312,0,3,0,1,0,373,2691
La Rioja,Rosario Vera Peñaloza,Desiderio Tello,0,0,0,0,0,0,0,116,116
La Rioja,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554
La Rioja,San Blas de los Sauces,Los Robles,0,1,0,3,0,1,0,102,107
La Rioja,San Blas de los Sauces,Alpasinche,0,0,0,2,0,0,0,49,51
La Rioja,San Blas de los Sauces,Salicas - San Blas,0,0,0,0,0,0,0,156,156
La Rioja,San Blas de los Sauces,Andolucas,0,0,0,0,0,0,0,16,16
La Rioja,San Blas de los Sauces,Chaupihuasi,0,0,0,0,0,0,0,16,16
La Rioja,San Blas de los Sauces,Cuipan,0,0,0,0,0,0,0,50,50
La Rioja,San Blas de los Sauces,Las Talas,0,1,0,0,0,0,0,42,43
La Rioja,San Blas de los Sauces,San Blas,0,0,0,0,0,0,0,48,48
La Rioja,San Blas de los Sauces,Shaqui,0,0,0,1,0,0,0,73,74
La Rioja,San Blas de los Sauces,Suriyaco,0,0,0,0,0,0,0,2,2
La Rioja,San Blas de los Sauces,Tuyubil,0,0,0,0,0,0,0,2,2
La Rioja,General Juan F. Quiroga,San Antonio,0,0,0,0,0,0,0,33,33
La Rioja,General Juan F. Quiroga,Malanzán,0,0,0,1,0,0,0,347,348
La Rioja,General Juan F. Quiroga,Nácate,0,0,0,0,0,0,0,78,78
La Rioja,General Juan F. Quiroga,Portezuelo,0,0,0,1,0,0,0,227,228
La Rioja,General Lamadrid,Villa Castelli,0,0,0,1,0,0,0,255,256
La Rioja,Vinchina,Jagüé,0,0,0,0,0,0,0,2,2
La Rioja,Vinchina,Villa San José de Vinchina,0,0,0,2,0,0,0,431,433
Mendoza,Capital,Mendoza,6993,68818,182,35691,202,22,0,2042,113950
Mendoza,General Alvear,Bowen,0,64,1,0,0,0,0,91,156
Mendoza,General Alvear,General Alvear,782,3812,1,2224,411,1,0,3408,10639
Mendoza,General Alvear,Carmensa,0,0,0,0,0,0,0,79,79
Mendoza,Godoy Cruz,Godoy Cruz,4261,23,90,32548,100,2,0,1012,38036
Mendoza,Godoy Cruz,Gobernador Benegas,0,0,0,519,0,0,0,0,519
Mendoza,Godoy Cruz,Las Tortugas,0,0,0,719,0,0,0,0,719
Mendoza,Godoy Cruz,San Francisco Del Monte,0,0,0,258,0,0,0,0,258
Mendoza,Godoy Cruz,Villa Hipodromo,0,0,0,13,0,0,0,0,13
Mendoza,Guaymallén,Bermejo,0,0,0,134,0,0,0,0,134
Mendoza,Guaymallén,Colonia Segovia,0,0,0,7,0,0,0,142,149
Mendoza,Guaymallén,Guaymallén,5163,7,88,29200,17,0,0,1533,36008
Mendoza,Guaymallén,La Primavera,0,0,0,0,0,0,0,27,27
Mendoza,Guaymallén,Los Corralitos,102,0,2,0,0,1,0,49,154
Mendoza,Guaymallén,OTROS,0,0,0,0,0,0,0,150,150
Mendoza,Guaymallén,Puente de Hierro,1259,0,3,0,0,0,0,116,1378
Mendoza,Guaymallén,San Jose,0,0,0,90,0,0,0,0,90
Mendoza,Guaymallén,Dorrego,0,0,0,1,0,0,0,0,1
Mendoza,Guaymallén,Rodeo De La Cruz,0,0,0,341,0,1,0,0,342
Mendoza,Guaymallén,San Francisco Del Monte,0,0,0,203,0,0,0,0,203
Mendoza,Guaymallén,Buena Nueva,0,0,0,205,0,1,0,0,206
Mendoza,Guaymallén,Capilla Del Rosario,0,0,0,244,0,0,0,0,244
Mendoza,Guaymallén,El Sauce,0,0,0,14,0,0,0,0,14
Mendoza,Guaymallén,Jesus Nazareno,0,0,0,246,0,0,0,0,246
Mendoza,Guaymallén,Las Cañas,0,0,0,211,0,0,0,0,211
Mendoza,Guaymallén,Pedro Molina,0,0,0,102,0,0,0,0,102
Mendoza,Junín,Ingeniero Giagnoni,3682,0,52,254,52,0,0,66,4106
Mendoza,Junín,Junín,354,0,5,961,0,0,0,215,1535
Mendoza,Junín,La Colonia,0,0,0,541,0,2,0,201,744
